customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,engagement_score,charges_per_month,recency,frequency,monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment
CUST-00281,Female,0,No,Yes,15,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),103.1,1589.59,1,12-24 months,2,105.97266666666665,56,2,1589.59,2,1,3,6,Potential Loyalists
CUST-00282,Male,0,No,No,26,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.39,1509.5,0,24-48 months,3,58.05769230769231,45,3,1509.5,4,2,3,9,Loyal Customers
CUST-00283,Male,0,No,No,7,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),105.57,752.86,0,0-12 months,6,107.55142857142857,64,6,752.86,1,5,2,8,Potential Loyalists
CUST-00284,Male,0,No,Yes,21,Yes,No,DSL,No internet service,No internet service,No,No internet service,No,Yes,One year,Yes,Mailed check,33.37,680.18,0,12-24 months,2,32.38952380952381,50,2,680.18,3,1,2,6,Potential Loyalists
CUST-00285,Female,0,Yes,No,6,Yes,Yes,No,No,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,26.07,101.56,0,0-12 months,3,16.926666666666666,65,3,101.56,1,2,1,4,At Risk
CUST-00286,Male,0,Yes,No,14,No,No,DSL,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,40.13,494.16,1,12-24 months,1,35.29714285714286,57,1,494.16,2,1,1,4,At Risk
CUST-00287,Male,0,Yes,No,17,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),22.77,356.09,1,12-24 months,4,20.946470588235293,54,4,356.09,2,3,1,6,Potential Loyalists
CUST-00288,Female,0,No,No,9,Yes,No,No,No,No internet service,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),92.1,850.69,0,0-12 months,3,94.52111111111111,62,3,850.69,1,2,2,5,At Risk
CUST-00289,Female,0,No,No,41,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No,Yes,One year,No,Electronic check,52.15,2150.9,0,24-48 months,4,52.4609756097561,30,4,2150.9,5,3,4,12,Champions
CUST-00290,Male,0,Yes,No,5,Yes,No,DSL,No,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),28.41,152.21,1,0-12 months,2,30.442,66,2,152.21,1,1,1,3,Lost
CUST-00291,Male,0,No,No,23,Yes,Yes,DSL,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,No,Mailed check,51.59,1226.42,0,12-24 months,4,53.32260869565218,48,4,1226.42,3,3,3,9,Loyal Customers
CUST-00292,Female,1,Yes,No,48,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,Yes,Two year,Yes,Electronic check,68.6,3290.02,0,24-48 months,5,68.54208333333334,23,5,3290.02,5,5,5,15,Champions
CUST-00293,Female,0,Yes,Yes,19,Yes,No,DSL,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),63.21,1295.74,1,12-24 months,3,68.19684210526316,52,3,1295.74,3,2,3,8,Potential Loyalists
CUST-00294,Male,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),101.53,2049.46,0,12-24 months,4,102.473,51,4,2049.46,3,3,4,10,Loyal Customers
CUST-00295,Male,1,No,No,26,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,41.07,1018.47,1,24-48 months,5,39.17192307692308,45,5,1018.47,4,5,2,11,Loyal Customers
CUST-00296,Male,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,No internet service,One year,Yes,Mailed check,40.97,1244.12,0,24-48 months,4,38.87875,39,4,1244.12,4,3,3,10,Loyal Customers
CUST-00297,Male,1,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),63.0,1528.63,1,12-24 months,5,63.69291666666667,47,5,1528.63,3,5,3,11,Loyal Customers
CUST-00298,Male,1,No,Yes,31,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No,Yes,One year,Yes,Mailed check,69.69,2149.65,0,24-48 months,4,69.34354838709677,40,4,2149.65,4,3,4,11,Loyal Customers
CUST-00299,Female,0,Yes,No,25,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,61.29,1474.46,1,24-48 months,5,58.9784,46,5,1474.46,3,5,3,11,Loyal Customers
CUST-00300,Male,0,Yes,No,23,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.16,1789.8,0,12-24 months,5,77.81739130434782,48,5,1789.8,3,5,4,12,Champions
CUST-00301,Male,0,Yes,No,16,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,108.43,1707.33,1,12-24 months,4,106.708125,55,4,1707.33,2,3,4,9,Loyal Customers
CUST-00302,Male,0,No,Yes,13,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,82.61,1051.74,0,12-24 months,5,80.90307692307692,58,5,1051.74,2,5,3,10,Loyal Customers
CUST-00303,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,No internet service,No,No,No,Yes,One year,Yes,Credit card (automatic),63.0,1453.87,0,12-24 months,3,66.085,49,3,1453.87,3,2,3,8,Potential Loyalists
CUST-00304,Female,0,Yes,No,26,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),62.07,1649.72,0,24-48 months,4,63.45076923076923,45,4,1649.72,4,3,4,11,Loyal Customers
CUST-00305,Female,0,Yes,No,70,Yes,No phone service,DSL,Yes,No,No,No,Yes,No internet service,Two year,Yes,Electronic check,39.59,2823.68,0,48+ months,3,40.33828571428571,1,3,2823.68,5,2,5,12,Champions
CUST-00306,Male,0,Yes,No,9,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),42.36,467.09,0,0-12 months,4,51.898888888888884,62,4,467.09,1,3,1,5,At Risk
CUST-00307,Female,0,Yes,No,4,Yes,No,No,No,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),93.57,380.53,1,0-12 months,4,95.1325,67,4,380.53,1,3,1,5,At Risk
CUST-00308,Female,0,No,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),82.23,5110.88,0,48+ months,4,82.43354838709678,9,4,5110.88,5,3,5,13,Champions
CUST-00309,Female,1,No,No,11,Yes,No,Fiber optic,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),75.29,844.52,1,0-12 months,4,76.77454545454545,60,4,844.52,1,3,2,6,Potential Loyalists
CUST-00310,Female,0,No,Yes,5,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,82.7,468.98,1,0-12 months,2,93.796,66,2,468.98,1,1,1,3,Lost
CUST-00311,Female,0,No,No,25,Yes,No phone service,DSL,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),54.8,1422.71,0,24-48 months,2,56.9084,46,2,1422.71,3,1,3,7,Potential Loyalists
CUST-00312,Female,0,Yes,No,17,No,No,No,No internet service,Yes,No,No internet service,No,No,Month-to-month,Yes,Electronic check,30.17,483.55,1,12-24 months,1,28.444117647058825,54,1,483.55,2,1,1,4,At Risk
CUST-00313,Male,1,No,No,40,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,84.29,3314.42,0,24-48 months,4,82.8605,31,4,3314.42,5,3,5,13,Champions
CUST-00314,Male,0,Yes,No,36,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,35.12,1210.56,0,24-48 months,4,33.626666666666665,35,4,1210.56,4,3,3,10,Loyal Customers
CUST-00315,Male,0,No,No,28,Yes,No phone service,DSL,No,No internet service,No,No,Yes,Yes,One year,Yes,Electronic check,39.48,1108.03,0,24-48 months,3,39.5725,43,3,1108.03,4,2,3,9,Loyal Customers
CUST-00316,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,103.45,1490.11,1,12-24 months,2,99.34066666666666,56,2,1490.11,2,1,3,6,Potential Loyalists
CUST-00317,Male,1,No,No,25,No,No,Fiber optic,No internet service,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,37.26,949.68,0,24-48 months,2,37.9872,46,2,949.68,3,1,2,6,Potential Loyalists
CUST-00318,Male,0,No,No,15,Yes,No,DSL,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,59.55,786.89,0,12-24 months,3,52.45933333333333,56,3,786.89,2,2,2,6,Potential Loyalists
CUST-00319,Female,0,No,No,14,Yes,No,DSL,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,88.87,1337.7,0,12-24 months,2,95.55,57,2,1337.7,2,1,3,6,Potential Loyalists
CUST-00320,Female,1,No,Yes,13,Yes,No,DSL,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,84.82,1034.08,0,12-24 months,2,79.54461538461538,58,2,1034.08,2,1,2,5,At Risk
CUST-00321,Female,0,Yes,No,23,Yes,No,DSL,Yes,Yes,No,No internet service,No internet service,Yes,One year,No,Electronic check,92.45,2093.74,0,12-24 months,4,91.03217391304347,48,4,2093.74,3,3,4,10,Loyal Customers
CUST-00322,Female,0,No,Yes,21,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,No,One year,No,Bank transfer (automatic),59.02,1210.54,0,12-24 months,4,57.6447619047619,50,4,1210.54,3,3,3,9,Loyal Customers
CUST-00323,Female,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No,Month-to-month,No,Mailed check,65.94,930.42,1,12-24 months,4,71.57076923076923,58,4,930.42,2,3,2,7,Potential Loyalists
CUST-00324,Female,0,Yes,No,56,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No,Yes,Two year,Yes,Electronic check,97.48,5458.52,0,48+ months,4,97.47357142857143,15,4,5458.52,5,3,5,13,Champions
CUST-00325,Male,0,Yes,Yes,27,Yes,No,DSL,No,No internet service,No internet service,Yes,No,No internet service,One year,Yes,Credit card (automatic),37.19,950.82,0,24-48 months,2,35.21555555555556,44,2,950.82,4,1,2,7,Potential Loyalists
CUST-00326,Male,0,Yes,No,20,Yes,Yes,No,No,No,No internet service,No,No,No,One year,Yes,Credit card (automatic),22.78,451.99,0,12-24 months,2,22.5995,51,2,451.99,3,1,1,5,At Risk
CUST-00327,Female,1,Yes,No,25,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,91.61,2292.49,0,24-48 months,3,91.69959999999999,46,3,2292.49,3,2,4,9,Loyal Customers
CUST-00328,Male,0,Yes,No,29,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,105.42,3076.52,0,24-48 months,4,106.08689655172414,42,4,3076.52,4,3,5,12,Champions
CUST-00329,Female,0,No,No,9,Yes,No,Fiber optic,No,No internet service,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),48.58,382.48,0,0-12 months,2,42.49777777777778,62,2,382.48,1,1,1,3,Lost
CUST-00330,Female,0,Yes,Yes,10,Yes,No,DSL,No,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),59.17,635.93,0,0-12 months,1,63.592999999999996,61,1,635.93,1,1,2,4,At Risk
CUST-00331,Female,0,No,Yes,47,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No,No internet service,One year,Yes,Credit card (automatic),44.32,2089.54,0,24-48 months,4,44.458297872340424,24,4,2089.54,5,3,4,12,Champions
CUST-00332,Male,0,No,Yes,17,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,36.68,696.9,0,12-24 months,2,40.99411764705882,54,2,696.9,2,1,2,5,At Risk
CUST-00333,Male,0,No,Yes,14,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,71.36,990.37,0,12-24 months,4,70.74071428571429,57,4,990.37,2,3,2,7,Potential Loyalists
CUST-00334,Female,0,No,No,24,Yes,No,DSL,No,No,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),21.34,508.39,1,12-24 months,2,21.182916666666667,47,2,508.39,3,1,1,5,At Risk
CUST-00335,Female,0,No,No,18,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),53.89,961.73,1,12-24 months,4,53.42944444444444,53,4,961.73,2,3,2,7,Potential Loyalists
CUST-00336,Male,0,Yes,Yes,60,Yes,No,No,Yes,No,Yes,No internet service,No internet service,No,Two year,Yes,Mailed check,84.36,5124.18,0,48+ months,3,85.403,11,3,5124.18,5,2,5,12,Champions
CUST-00337,Female,0,No,No,41,Yes,Yes,DSL,Yes,No,No internet service,No,Yes,No,One year,No,Bank transfer (automatic),66.04,2741.88,0,24-48 months,4,66.87512195121951,30,4,2741.88,5,3,5,13,Champions
CUST-00338,Female,0,Yes,Yes,1,Yes,Yes,DSL,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),49.71,13.15,0,0-12 months,4,13.15,70,4,13.15,1,3,1,5,At Risk
CUST-00339,Female,1,Yes,No,29,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),88.45,2698.82,1,24-48 months,3,93.06275862068966,42,3,2698.82,4,2,5,11,Loyal Customers
CUST-00340,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,74.89,492.16,0,0-12 months,5,70.30857142857143,64,5,492.16,1,5,1,7,Potential Loyalists
CUST-00341,Female,0,No,Yes,28,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,87.67,2428.5,0,24-48 months,4,86.73214285714286,43,4,2428.5,4,3,4,11,Loyal Customers
CUST-00342,Male,0,No,Yes,10,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),63.36,681.79,0,0-12 months,4,68.179,61,4,681.79,1,3,2,6,Potential Loyalists
CUST-00343,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),90.7,808.27,0,0-12 months,5,89.80777777777777,62,5,808.27,1,5,2,8,Potential Loyalists
CUST-00344,Female,0,No,Yes,27,Yes,No phone service,DSL,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,101.83,2695.5,0,24-48 months,1,99.83333333333333,44,1,2695.5,4,1,5,10,Loyal Customers
CUST-00345,Male,0,No,Yes,47,Yes,No,DSL,No internet service,No,No,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),97.05,4622.97,0,24-48 months,2,98.36106382978724,24,2,4622.97,5,1,5,11,Loyal Customers
CUST-00346,Male,0,Yes,Yes,22,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No,One year,No,Credit card (automatic),32.92,824.36,0,12-24 months,4,37.47090909090909,49,4,824.36,3,3,2,8,Potential Loyalists
CUST-00347,Male,0,No,No,25,Yes,No,No,No internet service,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,103.15,2527.49,0,24-48 months,3,101.0996,46,3,2527.49,3,2,4,9,Loyal Customers
CUST-00348,Female,0,Yes,No,3,Yes,No,DSL,No internet service,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),47.38,203.36,0,0-12 months,4,67.78666666666668,68,4,203.36,1,3,1,5,At Risk
CUST-00349,Female,0,No,Yes,29,Yes,No phone service,No,No,Yes,No internet service,No,No,No,One year,Yes,Mailed check,103.23,2968.96,0,24-48 months,2,102.37793103448276,42,2,2968.96,4,1,5,10,Loyal Customers
CUST-00350,Female,0,Yes,No,23,Yes,No,No,No,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,81.05,1760.05,1,12-24 months,1,76.52391304347826,48,1,1760.05,3,1,4,8,Potential Loyalists
CUST-00351,Female,0,No,Yes,39,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),26.52,1066.87,0,24-48 months,2,27.355641025641024,32,2,1066.87,5,1,3,9,Loyal Customers
CUST-00352,Male,0,Yes,Yes,24,Yes,No,No,No internet service,No,No,No,Yes,No internet service,One year,No,Bank transfer (automatic),75.14,1709.79,0,12-24 months,2,71.24125,47,2,1709.79,3,1,4,8,Potential Loyalists
CUST-00353,Female,0,No,Yes,25,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.07,1815.24,1,24-48 months,5,72.6096,46,5,1815.24,3,5,4,12,Champions
CUST-00354,Female,0,No,Yes,15,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,No,Mailed check,52.41,772.4,0,12-24 months,2,51.49333333333333,56,2,772.4,2,1,2,5,At Risk
CUST-00355,Male,0,No,No,12,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,37.38,446.91,0,0-12 months,4,37.2425,59,4,446.91,2,3,1,6,Potential Loyalists
CUST-00356,Female,0,Yes,No,24,Yes,Yes,No,No internet service,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),68.85,1707.06,1,12-24 months,6,71.1275,47,6,1707.06,3,5,4,12,Champions
CUST-00357,Male,0,No,No,29,Yes,No,No,No internet service,No,No,Yes,No,No internet service,One year,No,Electronic check,69.75,1992.08,0,24-48 months,2,68.69241379310344,42,2,1992.08,4,1,4,9,Loyal Customers
CUST-00358,Male,0,No,No,25,Yes,Yes,No,No,No,No,No,No internet service,Yes,Two year,Yes,Electronic check,58.53,1533.04,0,24-48 months,3,61.3216,46,3,1533.04,3,2,3,8,Potential Loyalists
CUST-00359,Male,0,Yes,Yes,42,Yes,No,DSL,No,No,No internet service,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),60.12,2520.46,0,24-48 months,3,60.01095238095238,29,3,2520.46,5,2,4,11,Loyal Customers
CUST-00360,Male,1,Yes,No,4,No,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,106.03,369.81,0,0-12 months,4,92.4525,67,4,369.81,1,3,1,5,At Risk
CUST-00361,Male,1,Yes,No,38,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,One year,No,Bank transfer (automatic),32.88,1279.15,0,24-48 months,2,33.66184210526316,33,2,1279.15,4,1,3,8,Potential Loyalists
CUST-00362,Male,0,No,No,24,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,27.51,750.25,1,12-24 months,2,31.260416666666668,47,2,750.25,3,1,2,6,Potential Loyalists
CUST-00363,Female,0,No,No,27,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,78.41,2094.04,1,24-48 months,6,77.55703703703703,44,6,2094.04,4,5,4,13,Champions
CUST-00364,Female,0,No,No,25,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,No,Electronic check,67.71,1640.55,0,24-48 months,4,65.622,46,4,1640.55,3,3,4,10,Loyal Customers
CUST-00365,Female,0,No,Yes,6,Yes,No,No,No,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,63.91,354.63,1,0-12 months,1,59.105,65,1,354.63,1,1,1,3,Lost
CUST-00366,Male,0,Yes,No,55,Yes,No,No,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.14,4760.87,0,48+ months,4,86.56127272727272,16,4,4760.87,5,3,5,13,Champions
CUST-00367,Female,1,Yes,Yes,42,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),22.85,974.99,0,24-48 months,4,23.21404761904762,29,4,974.99,5,3,2,10,Loyal Customers
CUST-00368,Female,1,Yes,No,15,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,86.83,1224.84,1,12-24 months,3,81.65599999999999,56,3,1224.84,2,2,3,7,Potential Loyalists
CUST-00369,Male,0,Yes,No,26,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,No,Month-to-month,No,Mailed check,77.88,2056.96,0,24-48 months,2,79.11384615384615,45,2,2056.96,4,1,4,9,Loyal Customers
CUST-00370,Female,0,Yes,No,1,Yes,No,No,No,Yes,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,35.22,21.9,0,0-12 months,2,21.9,70,2,21.9,1,1,1,3,Lost
CUST-00371,Male,0,No,No,24,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),48.09,1188.85,0,12-24 months,4,49.53541666666666,47,4,1188.85,3,3,3,9,Loyal Customers
CUST-00372,Female,0,No,No,4,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No,No,Month-to-month,No,Electronic check,31.08,111.18,0,0-12 months,3,27.795,67,3,111.18,1,2,1,4,At Risk
CUST-00373,Male,0,No,No,32,Yes,Yes,No,No internet service,Yes,No,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),79.98,2583.64,0,24-48 months,4,80.73875,39,4,2583.64,4,3,5,12,Champions
CUST-00374,Male,0,No,No,25,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,87.1,2128.12,1,24-48 months,3,85.1248,46,3,2128.12,3,2,4,9,Loyal Customers
CUST-00375,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),88.19,102.14,1,0-12 months,4,102.14,70,4,102.14,1,3,1,5,At Risk
CUST-00376,Female,0,No,Yes,71,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,No,No internet service,Two year,Yes,Electronic check,29.35,2051.02,0,48+ months,2,28.887605633802817,0,2,2051.02,5,1,4,10,Loyal Customers
CUST-00377,Male,0,Yes,No,18,Yes,Yes,No,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,62.18,1149.72,0,12-24 months,4,63.873333333333335,53,4,1149.72,2,3,3,8,Potential Loyalists
CUST-00378,Female,0,No,No,25,Yes,No phone service,Fiber optic,No internet service,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),48.01,1193.05,0,24-48 months,3,47.722,46,3,1193.05,3,2,3,8,Potential Loyalists
CUST-00379,Male,0,No,No,22,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Mailed check,36.25,852.61,0,12-24 months,3,38.755,49,3,852.61,3,2,2,7,Potential Loyalists
CUST-00380,Female,0,Yes,No,11,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),43.98,471.18,0,0-12 months,1,42.834545454545456,60,1,471.18,1,1,1,3,Lost
CUST-00381,Female,0,No,Yes,19,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),96.66,1799.11,0,12-24 months,5,94.69,52,5,1799.11,3,5,4,12,Champions
CUST-00382,Female,0,No,No,19,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),54.57,1043.6,0,12-24 months,4,54.926315789473676,52,4,1043.6,3,3,3,9,Loyal Customers
CUST-00383,Female,0,No,Yes,43,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,86.5,3836.73,0,24-48 months,6,89.22627906976744,28,6,3836.73,5,5,5,15,Champions
CUST-00384,Male,0,Yes,No,40,Yes,No phone service,No,No,No internet service,Yes,No internet service,No internet service,Yes,One year,Yes,Mailed check,69.99,2853.47,0,24-48 months,3,71.33675,31,3,2853.47,5,2,5,12,Champions
CUST-00385,Male,0,Yes,No,35,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,Yes,Two year,Yes,Mailed check,37.29,1265.08,0,24-48 months,5,36.14514285714286,36,5,1265.08,4,5,3,12,Champions
CUST-00386,Female,0,No,No,15,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No,No,Month-to-month,No,Mailed check,60.69,910.17,1,12-24 months,2,60.678,56,2,910.17,2,1,2,5,At Risk
CUST-00387,Female,0,No,No,26,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,59.22,1506.44,1,24-48 months,4,57.940000000000005,45,4,1506.44,4,3,3,10,Loyal Customers
CUST-00388,Male,0,No,Yes,38,Yes,No,No,No,Yes,No,No,No,No,One year,No,Mailed check,56.15,2090.16,0,24-48 months,2,55.00421052631579,33,2,2090.16,4,1,4,9,Loyal Customers
CUST-00389,Male,0,No,No,55,Yes,No,DSL,No,No internet service,No internet service,Yes,Yes,No,Two year,Yes,Credit card (automatic),88.57,4872.07,0,48+ months,3,88.5830909090909,16,3,4872.07,5,2,5,12,Champions
CUST-00390,Male,0,No,No,47,Yes,No,Fiber optic,No internet service,No,No,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.43,1182.29,0,24-48 months,1,25.155106382978722,24,1,1182.29,5,1,3,9,Loyal Customers
CUST-00391,Male,0,No,No,9,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,No,Electronic check,69.75,575.7,0,0-12 months,4,63.96666666666667,62,4,575.7,1,3,2,6,Potential Loyalists
CUST-00392,Female,0,Yes,No,11,Yes,No,DSL,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),71.71,755.88,1,0-12 months,4,68.71636363636364,60,4,755.88,1,3,2,6,Potential Loyalists
CUST-00393,Female,1,No,No,22,Yes,No,No,No,No,Yes,No internet service,Yes,Yes,One year,Yes,Mailed check,80.33,1769.95,0,12-24 months,4,80.45227272727273,49,4,1769.95,3,3,4,10,Loyal Customers
CUST-00394,Male,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),32.46,165.85,0,0-12 months,6,27.641666666666666,65,6,165.85,1,5,1,7,Potential Loyalists
CUST-00395,Female,1,No,No,51,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,No,Two year,No,Bank transfer (automatic),28.44,1449.67,0,48+ months,3,28.424901960784315,20,3,1449.67,5,2,3,10,Loyal Customers
CUST-00396,Female,0,Yes,Yes,35,Yes,Yes,DSL,Yes,No,Yes,No internet service,Yes,No internet service,Two year,Yes,Mailed check,90.13,3119.62,0,24-48 months,5,89.13199999999999,36,5,3119.62,4,5,5,14,Champions
CUST-00397,Female,0,No,No,6,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,99.6,621.0,1,0-12 months,3,103.5,65,3,621.0,1,2,2,5,At Risk
CUST-00398,Male,0,Yes,No,14,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),80.91,1098.4,0,12-24 months,3,78.45714285714287,57,3,1098.4,2,2,3,7,Potential Loyalists
